seqname	start	end	strand	name	display_name	note
chrXIV	88128	88967	+	PCL1	>PCL1>	Cyclin%2C interacts with cyclin-dependent kinase Pho85p%3B member of the Pcl1%2C2-like subfamily%2C involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle%3B localizes to sites of polarized cell growth
chrXIV	90534	91655	+	CAF40	>CAF40>	Evolutionarily conserved subunit of the CCR4-NOT complex involved in controlling mRNA initiation%2C elongation and degradation%3B binds Cdc39p
chrXIV	92225	95032	+	SEC21	>SEC21>	Gamma subunit of coatomer%2C a heptameric protein complex that together with Arf1p forms the COPI coat%3B involved in ER to Golgi transport of selective cargo
chrXIV	95460	96317	+	CUS2	>CUS2>	Protein that binds to U2 snRNA and Prp11p%2C may be involved in U2 snRNA folding%3B contains two RNA recognition motifs (RRMs)
chrXIV	96410	96782	+	YNL285W	>YNL285W>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrXIV	103369	104337	-	MRPL10	<MRPL10<	Mitochondrial ribosomal protein of the large subunit%3B appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels
chrXIV	105418	106926	-	WSC2	<WSC2<	Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity and recovery from heat shock%3B secretory pathway Wsc2p is required for the arrest of secretion response
chrXIV	107917	108504	+	POP3	>POP3>	Subunit of both RNase MRP%2C which cleaves pre-rRNA%2C and nuclear RNase P%2C which cleaves tRNA precursors to generate mature 5' ends
chrXIV	108697	109158	+	HCH1	>HCH1>	Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity%3B originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation%3B GFP-fusion protein localizes to the cytoplasm and nucleus
chrXIV	109325	110641	-	ERG24	<ERG24<	C-14 sterol reductase%2C acts in ergosterol biosynthesis%3B mutants accumulate the abnormal sterol ignosterol (ergosta-8%2C14 dienol)%2C and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions
chrXIV	111147	113132	+	PRM1	>PRM1>	Pheromone-regulated multispanning membrane protein involved in membrane fusion during mating%3B predicted to have 5 transmembrane segments and a coiled coil domain%3B localizes to the shmoo tip%3B regulated by Ste12p
chrXIV	113501	116683	+	CAF120	>CAF120>	Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation%2C elongation%2C and degradation
chrXIV	116909	117097	+	YNL277W-A	>YNL277W-A>	Putative protein of unknown function
chrXIV	117579	119039	+	MET2	>MET2>	L-homoserine-O-acetyltransferase%2C catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway
chrXIV	118661	119056	-	YNL276C	<YNL276C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene MET2%2FYNL277W
chrXIV	119498	121228	+	BOR1	>BOR1>	Boron efflux transporter of the plasma membrane%3B binds HCO3-%2C I-%2C Br-%2C NO3- and Cl-%3B has similarity to the characterized boron efflux transporter A. thaliana BOR1
chrXIV	121348	122400	-	GOR1	<GOR1<	Glyoxylate reductase%3B null mutation results in increased biomass after diauxic shift%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrXIV	123113	126829	+	TOF1	>TOF1>	Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage%2C facilitating gap repair of damaged DNA%3B interacts with the MCM helicase
chrXIV	127035	129314	-	SEC2	<SEC2<	Guanyl-nucleotide exchange factor for the small G-protein Sec4p%3B essential for post-Golgi vesicle transport and for autophagy%3B associates with the exocyst%2C via exocyst subunit Sec15p%2C on secretory vesicles
chrXIV	129752	135613	-	BNI1	<BNI1<	Formin%2C nucleates the formation of linear actin filaments%2C involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables%2C functionally redundant with BNR1
chrXIV	136170	137891	-	ALP1	<ALP1<	Arginine transporter%3B expression is normally very low and it is unclear what conditions would induce significant expression
chrXIV	137929	138324	+	BSC4	>BSC4>	Protein of unknown function%2C ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression%3B readthrough is increased upon depletion of Sup35p
chrXIV	138780	140615	+	LYP1	>LYP1>	Lysine permease%3B one of three amino acid permeases (Alp1p%2C Can1p%2C Lyp1p) responsible for uptake of cationic amino acids
chrXIV	141108	144308	+	PIK1	>PIK1>	Phosphatidylinositol 4-kinase%3B catalyzes first step in the biosynthesis of phosphatidylinositol-4%2C5-biphosphate%3B may control cytokinesis through the actin cytoskeleton
chrXIV	144475	144894	+	YNL266W	>YNL266W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF IST1%2FYNL265C
chrXIV	144510	145511	-	IST1	<IST1<	Protein with a positive role in the multivesicular body sorting pathway%3B functions and forms a complex with Did2p%3B recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III%3B also interacts with Vps4p
chrXIV	145793	146845	-	PDR17	<PDR17<	Phosphatidylinositol transfer protein (PITP)%2C downregulates Plb1p-mediated turnover of phosphatidylcholine%2C found in the cytosol and microsomes%2C homologous to Pdr16p%2C deletion affects phospholipid composition
chrXIV	147126	148070	-	YIF1	<YIF1<	Integral membrane protein required for the fusion of ER-derived COPII transport vesicles with the Golgi%3B interacts with Yip1p and Yos1p%3B localizes to the Golgi%2C the ER%2C and COPII vesicles
chrXIV	148442	155110	+	POL2	>POL2>	Catalytic subunit of DNA polymerase (II) epsilon%2C a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity%3B also involved in DNA synthesis during DNA repair%3B interacts extensively with Mrc1p
chrXIV	155330	156769	+	ORC5	>ORC5>	Subunit of the origin recognition complex%2C which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing
chrXIV	157089	157685	-	YNL260C	<YNL260C<	Putative protein of unknown function with similarity to a human protein overexpressed in oral cancers%3B essential gene with defects in anaerobic and filamentous growth%3B localizes to the nucleus and cytoplasm
chrXIV	157874	158095	-	ATX1	<ATX1<	Cytosolic copper metallochaperone that transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p%2C which is a multicopper oxidase required for high-affinity iron uptake
chrXIV	158339	160603	-	DSL1	<DSL1<	Peripheral membrane protein needed for Golgi-to-ER retrograde traffic%3B forms a complex with Sec39p and Tip20p that interacts with ER SNAREs Sec20p and Use1p%3B component of the ER target site that interacts with coatomer%3B interacts with Cin5p
chrXIV	160861	164550	-	SIP3	<SIP3<	Protein that activates transcription through interaction with DNA-bound Snf1p%2C C-terminal region has a putative leucine zipper motif%3B potential Cdc28p substrate
chrXIV	164853	167327	+	FOL1	>FOL1>	Multifunctional enzyme of the folic acid biosynthesis pathway%2C has dihydropteroate synthetase%2C dihydro-6-hydroxymethylpterin pyrophosphokinase%2C and dihydroneopterin aldolase activities
chrXIV	167559	168020	-	GIS2	<GIS2<	RNA binding protein that binds to mRNAs coding for RNA processing factors%2C chromatin modifiers and GTPases%3B has sequence and functional similarity to CNBP%2C a gene involved in myotonic dystrophy type 2%3B contains seven CCHC zinc-finger motifs
chrXIV	168273	169478	-	RTC4	<RTC4<	Protein of unknown function%3B null mutation suppresses cdc13-1 temperature sensitivity%3B (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
chrXIV	170248	171516	+	TEX1	>TEX1>	Protein involved in mRNA export%2C component of the transcription export (TREX) complex
chrXIV	171671	172516	-	MRPL17	<MRPL17<	Mitochondrial ribosomal protein of the large subunit
chrXIV	172818	174545	-	NRD1	<NRD1<	RNA-binding protein that interacts with the C-terminal domain of the RNA polymerase II large subunit (Rpo21p)%2C preferentially at phosphorylated Ser5%3B required for transcription termination and 3' end maturation of nonpolyadenylated RNAs
chrXIV	175640	179578	+	RAD50	>RAD50>	Subunit of MRX complex%2C with Mre11p and Xrs2p%2C involved in processing double-strand DNA breaks in vegetative cells%2C initiation of meiotic DSBs%2C telomere maintenance%2C and nonhomologous end joining
chrXIV	179624	181252	-	MPA43	<MPA43<	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrXIV	181591	182838	-	RPA49	<RPA49<	RNA polymerase I subunit A49
chrXIV	183105	185408	+	YNL247W	>YNL247W>	Cysteinyl-tRNA synthetase%3B may interact with ribosomes%2C based on co-purification experiments
chrXIV	185690	186579	+	VPS75	>VPS75>	NAP family histone chaperone%3B binds to histones and Rtt109p%2C stimulating histone acetyltransferase activity%3B possesses nucleosome assembly activity in vitro%3B proposed role in vacuolar protein sorting and in double-strand break repair
chrXIV	186576	187115	-	CWC25	<CWC25<	Splicing factor required for the first step of pre-mRNA splicing%3B binding to the spliceosome requires Prp2p and Yju2p%3B heat-stable protein%3B has similarity to S. pombe Cwf25p
chrXIV	187400	187726	-	SUI1	<SUI1<	Translation initiation factor eIF1%3B component of a complex involved in recognition of the initiator codon%3B modulates translation accuracy at the initiation phase
chrXIV	188281	191187	+	SLA2	>SLA2>	Transmembrane actin-binding protein involved in membrane cytoskeleton assembly and cell polarization%3B adaptor protein that links actin to clathrin and endocytosis%3B present in the actin cortical patch of the emerging bud tip%3B dimer in vivo
chrXIV	191554	196332	+	ATG2	>ATG2>	Peripheral membrane protein required for vesicle formation during autophagy%2C pexophagy%2C and the cytoplasm-to-vaucole targeting (Cvt) pathway%3B involved in Atg9p cycling between the phagophore assembly site and mitochondria
chrXIV	196656	198173	-	ZWF1	<ZWF1<	Glucose-6-phosphate dehydrogenase (G6PD)%2C catalyzes the first step of the pentose phosphate pathway%3B involved in adapting to oxidatve stress%3B homolog of the human G6PD which is deficient in patients with hemolytic anemia
chrXIV	198732	200207	-	NAR1	<NAR1<	Component of the cytosolic iron-sulfur (FeS) protein assembly machinery%2C required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress%3B homologous to human Narf
chrXIV	200799	202163	+	LAP3	>LAP3>	Cysteine aminopeptidase with homocysteine-thiolactonase activity%3B protects cells against homocysteine toxicity%3B has bleomycin hydrolase activity in vitro%3B transcription is regulated by galactose via Gal4p%3B orthologous to human BLMH
chrXIV	202658	205102	+	KEX2	>KEX2>	Subtilisin-like protease (proprotein convertase)%2C a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway
chrXIV	205418	206797	+	YTP1	>YTP1>	Probable type-III integral membrane protein of unknown function%2C has regions of similarity to mitochondrial electron transport proteins
chrXIV	207160	210084	+	SIN4	>SIN4>	Subunit of the RNA polymerase II mediator complex%3B associates with core polymerase subunits to form the RNA polymerase II holoenzyme%3B contributes to both postive and negative transcriptional regulation%3B dispensible for basal transcription
chrXIV	209778	210209	-	YNL235C	<YNL235C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF SIN4%2FYNL236W%2C a subunit of the mediator complex
chrXIV	210463	211743	+	YNL234W	>YNL234W>	Protein of unknown function with similarity to globins%3B has a functional heme-binding domain%3B mutant has aneuploidy tolerance%3B transcription induced by stress conditions%3B may be involved in glucose signaling or metabolism%3B regulated by Rgt1
chrXIV	212152	214830	+	BNI4	>BNI4>	Targeting subunit for Glc7p protein phosphatase%2C localized to the bud neck%2C required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p
chrXIV	215153	216031	+	CSL4	>CSL4>	Exosome non-catalytic core component%3B involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm%3B predicted to contain an S1 RNA binding domain%3B has similarity to human hCsl4p (EXOSC1)
chrXIV	216217	217272	-	PDR16	<PDR16<	Phosphatidylinositol transfer protein (PITP) controlled by the multiple drug resistance regulator Pdr1p%2C localizes to lipid particles and microsomes%2C controls levels of various lipids%2C may regulate lipid synthesis%2C homologous to Pdr17p
chrXIV	217753	218892	-	ELA1	<ELA1<	Elongin A%2C F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degredation of the RNA Polymerase II subunit RPO21%3B subunit of the Elongin-Cullin-Socs (ECS) ligase complex
chrXIV	219367	220431	-	URE2	<URE2<	Nitrogen catabolite repression transcriptional regulator that acts by inhibition of GLN3 transcription in good nitrogen source%3B has glutathione peroxidase activity and can mutate to acquire GST activity%3B altered form creates %5BURE3%5D prion
chrXIV	220875	221651	+	YNL228W	>YNL228W>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data%3B almost completely overlaps ORF YNL227C%2FJJJ1
chrXIV	220889	222661	-	JJJ1	<JJJ1<	Co-chaperone that stimulates the ATPase activity of Ssa1p%2C required for a late step of ribosome biogenesis%3B associated with the cytosolic large ribosomal subunit%3B contains a J-domain%3B mutation causes defects in fluid-phase endocytosis
chrXIV	222469	222879	+	YNL226W	>YNL226W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene JJJ1%2FYNL227C
chrXIV	222954	224699	-	CNM67	<CNM67<	Component of the spindle pole body outer plaque%3B required for spindle orientation and mitotic nuclear migration
chrXIV	225026	227329	-	SQS1	<SQS1<	Stimulates the ATPase and helicase activities of Prp43p%3B acts with Prp43p to stimulate 18s rRNA maturation by Nob1p%3B overexpression antagonizes the suppression of splicing defects by spp382 mutants%3B component of pre-ribosomal particles
chrXIV	227600	229084	+	ATG4	>ATG4>	Conserved cysteine protease required for autophagy%3B cleaves Atg8p to a form required for autophagosome and Cvt vesicle generation
chrXIV	229324	229944	+	SSU72	>SSU72>	Transcription%2FRNA-processing factor that associates with TFIIB and cleavage%2Fpolyadenylation factor Pta1p%3B exhibits phosphatase activity on serine-5 of the RNA polymerase II C-terminal domain%3B affects start site selection in vivo
chrXIV	231298	233925	-	POP1	<POP1<	Subunit of both RNase MRP%2C which cleaves pre-rRNA%2C and nuclear RNase P%2C which cleaves tRNA precursors to generate mature 5' ends%3B binds to the RPR1 RNA subunit in RNase P
chrXIV	234643	235944	+	ADE12	>ADE12>	Adenylosuccinate synthase%2C catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis%3B exhibits binding to single-stranded autonomously replicating (ARS) core sequence
chrXIV	236227	237894	-	ALG9	<ALG9<	Mannosyltransferase%2C involved in N-linked glycosylation%3B catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides%3B mutation of the human ortholog causes type 1 congenital disorders of glycosylation
chrXIV	238469	240232	+	MGS1	>MGS1>	Protein with DNA-dependent ATPase and ssDNA annealing activities involved in maintenance of genome%3B interacts functionally with DNA polymerase delta%3B homolog of human Werner helicase interacting protein (WHIP)
chrXIV	240562	241542	+	YNL217W	>YNL217W>	Putative protein of unknown function%3B weak sequence similarity to bis (5'-nucleotidyl)-tetraphosphatases%3B (GFP)-fusion protein localizes to the vacuole%3B null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate
chrXIV	241920	244403	+	RAP1	>RAP1>	DNA-binding protein involved in either activation or repression of transcription%2C depending on binding site context%3B also binds telomere sequences and plays a role in telomeric position effect (silencing) and telomere structure
chrXIV	244699	245661	+	IES2	>IES2>	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions%3B essential for growth under anaerobic conditions
chrXIV	245848	246447	+	PEX17	>PEX17>	Peroxisomal membrane peroxin and subunit of the docking complex that facilitates the import of peroxisomal matrix proteins%3B required for peroxisome biogenesis
chrXIV	246691	247335	-	RRG9	<RRG9<	Protein of unknown function%3B null mutant lacks mitochondrial DNA and cannot grow on glycerol%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrXIV	247692	250040	+	VID27	>VID27>	Cytoplasmic protein of unknown function%3B possibly involved in vacuolar protein degradation%3B not essential for proteasome-dependent degradation of fructose-1%2C6-bisphosphatase (FBPase)%3B null mutants exhibit normal growth
chrXIV	250286	250546	-	YNL211C	<YNL211C<	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to mitochondria%3B YNL211C is not an essential gene
chrXIV	251163	251975	+	MER1	>MER1>	Protein with RNA-binding motifs required for meiosis-specific mRNA splicing%3B required for chromosome pairing and meiotic recombination
chrXIV	252290	254131	+	SSB2	>SSB2>	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone%2C functions with J-protein partner Zuo1p%3B may be involved in the folding of newly-synthesized polypeptide chains%3B member of the HSP70 family%3B homolog of SSB1
chrXIV	254649	255248	+	YNL208W	>YNL208W>	Protein of unknown function%3B may interact with ribosomes%2C based on co-purification experiments%3B authentic%2C non-tagged protein is detected in purified mitochondria in high-throughput studies%3B potential orthologs found in other fungi
chrXIV	255584	256861	+	RIO2	>RIO2>	Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA%3B has similarity to Rio1p
chrXIV	257019	258386	-	RTT106	<RTT106<	Histone chaperone%2C involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions%3B affects transcriptional elongation%3B has a role in regulation of Ty1 transposition
chrXIV	258386	258811	-	YNL205C	<YNL205C<	Dubious ORF unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrXIV	258609	259511	-	SPS18	<SPS18<	Protein of unknown function%2C contains a putative zinc-binding domain%3B expressed during sporulation
chrXIV	259673	260284	-	YNL203C	<YNL203C<	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrXIV	259812	260690	+	SPS19	>SPS19>	Peroxisomal 2%2C4-dienoyl-CoA reductase%2C auxiliary enzyme of fatty acid beta-oxidation%3B homodimeric enzyme required for growth and sporulation on petroselineate medium%3B expression induced during late sporulation and in the presence of oleate
chrXIV	260861	263437	-	PSY2	<PSY2<	Putative subunit of an evolutionarily conserved protein phosphatase complex containing the catalytic subunit Pph3p and the regulatory subunit Psy4p%3B required for cisplatin and oxaliplatin resistance%3B putative homolog of mammalian R3
chrXIV	263945	264685	-	YNL200C	<YNL200C<	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrXIV	265158	266762	-	GCR2	<GCR2<	Transcriptional activator of genes involved in glycolysis%3B interacts and functions with the DNA-binding protein Gcr1p
chrXIV	266746	267048	-	YNL198C	<YNL198C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrXIV	267840	269825	-	WHI3	<WHI3<	RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci%3B cytoplasmic retention factor for Cdc28p and associated cyclins%3B regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start
chrXIV	270507	271403	-	SLZ1	<SLZ1<	Sporulation-specific protein with a leucine zipper motif
chrXIV	271755	272540	-	YNL195C	<YNL195C<	Putative protein of unknown function%3B shares a promoter with YNL194C%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrXIV	272942	273847	-	YNL194C	<YNL194C<	Integral membrane protein required for sporulation and plasma membrane sphingolipid content%3B has sequence similarity to SUR7 and FMP45%3B GFP-fusion protein is induced in response to the DNA-damaging agent MMS
chrXIV	274600	276276	+	YNL193W	>YNL193W>	Putative protein of unknown function%3B exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis
chrXIV	276734	280129	+	CHS1	>CHS1>	Chitin synthase I%2C requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin%3B required for repairing the chitin septum during cytokinesis%3B transcription activated by mating factor
chrXIV	280664	281737	+	DUG3	>DUG3>	Probable glutamine amidotransferase%2C forms a complex with Dug1p and Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)
chrXIV	282624	283238	+	YNL190W	>YNL190W>	Cell wall protein of unknown function%3B proposed role as a hydrophilin induced by osmotic stress%3B contains a putative GPI-attachment site
chrXIV	284489	286117	+	SRP1	>SRP1>	Karyopherin alpha homolog%2C forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins%2C binds the nuclear localization signal of the substrate during import%3B may also play a role in regulation of protein degradation
chrXIV	286537	287838	+	KAR1	>KAR1>	Essential protein involved in karyogamy during mating and in spindle pole body duplication during mitosis%2C localizes to the half-bridge of the spindle pole body%2C interacts with Spc72p during karyogamy%2C also interacts with Cdc31p
chrXIV	288223	289296	+	SWT21	>SWT21>	Protein involved in mRNA splicing%3B contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p%3B interacts genetically with Prp40p and Tgs1p%3B contains WD40 repeats
chrXIV	289727	292105	+	UBP10	>UBP10>	Ubiquitin-specific protease that deubiquitinates ubiquitin-protein moieties%3B may regulate silencing by acting on Sir4p%3B involved in posttranscriptionally regulating Gap1p and possibly other transporters%3B primarily located in the nucleus
chrXIV	292422	292898	-	MRPL19	<MRPL19<	Mitochondrial ribosomal protein of the large subunit
chrXIV	292786	293112	-	YNL184C	<YNL184C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrXIV	293366	295738	-	NPR1	<NPR1<	Protein kinase that stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation
chrXIV	296189	297856	-	IPI3	<IPI3<	Essential component of the Rix1 complex (Rix1p%2C Ipi1p%2C Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA%3B highly conserved and contains WD40 motifs%3B Rix1 complex associates with Mdn1p in pre-60S ribosomal particles
chrXIV	298564	299787	+	YNL181W	>YNL181W>	Putative oxidoreductase%3B required for cell viability
chrXIV	299883	300878	-	RHO5	<RHO5<	Non-essential small GTPase of the Rho%2FRac subfamily of Ras-like proteins%2C likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity
chrXIV	300895	301332	-	YNL179C	<YNL179C<	Dubious open reading frame%2C unlikely to encode a protein%3B not conserved in closely related Saccharomyces species%3B deletion in cyr1 mutant results in loss of stress resistance
chrXIV	302909	303631	+	RPS3	>RPS3>	Protein component of the small (40S) ribosomal subunit%2C has apurinic%2Fapyrimidinic (AP) endonuclease activity%3B essential for viability%3B has similarity to E. coli S3 and rat S3 ribosomal proteins
chrXIV	303915	304844	-	MRPL22	<MRPL22<	Mitochondrial ribosomal protein of the large subunit
chrXIV	305299	307209	-	YNL176C	<YNL176C<	Cell cycle-regulated gene of unknown function%2C promoter bound by Fkh2p
chrXIV	307630	308841	-	NOP13	<NOP13<	Nucleolar protein found in preribosomal complexes%3B contains an RNA recognition motif (RRM)
chrXIV	308303	308875	+	YNL174W	>YNL174W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene NOP13%2FYNL175C
chrXIV	309186	310286	-	MDG1	<MDG1<	Plasma membrane protein involved in G-protein mediated pheromone signaling pathway%3B overproduction suppresses bem1 mutations
chrXIV	310865	316108	+	APC1	>APC1>	Largest subunit of the Anaphase-Promoting Complex%2FCyclosome (APC%2FC)%2C which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors%2C including mitotic cyclins%2C during the metaphase%2Fanaphase transition
chrXIV	315855	316223	-	YNL171C	<YNL171C<	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrXIV	316204	316599	+	YNL170W	>YNL170W>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrXIV	316395	317897	-	PSD1	<PSD1<	Phosphatidylserine decarboxylase of the mitochondrial inner membrane%2C converts phosphatidylserine to phosphatidylethanolamine
chrXIV	318256	319035	-	FMP41	<FMP41<	Putative protein of unknown function%3B GFP-fusion protein is induced in response to the DNA-damaging agent MMS%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrXIV	319642	321585	-	SKO1	<SKO1<	Basic leucine zipper (bZIP) transcription factor of the ATF%2FCREB family%2C forms a complex with Tup1p and Ssn6p to both activate and repress transcription%3B cytosolic and nuclear protein involved in osmotic and oxidative stress responses
chrXIV	322445	323791	-	BNI5	<BNI5<	Protein involved in organization of septins at the mother-bud neck%2C may interact directly with the Cdc11p septin%2C localizes to bud neck in a septin-dependent manner
chrXIV	324058	325278	+	YNL165W	>YNL165W>	Putative protein of unknown function%3B YNL165W is not an essential gene
chrXIV	325491	326546	-	IBD2	<IBD2<	Component of the BUB2-dependent spindle checkpoint pathway%2C interacts with Bfa1p and functions upstream of Bub2p and Bfa1p
chrXIV	326967	330299	-	RIA1	<RIA1<	Cytoplasmic GTPase involved in biogenesis of the 60S ribosome%3B has similarity to translation elongation factor 2 (Eft1p and Eft2p)
chrXIV	330555	330773	+	YNL162W-A	>YNL162W-A>	Putative protein of unknown function%3B identified by homology
chrXIV	331548	332380	+	RPL42A	>RPL42A>	Protein component of the large (60S) ribosomal subunit%2C identical to Rpl42Bp and has similarity to rat L44 ribosomal protein
chrXIV	332823	335093	+	CBK1	>CBK1>	Serine%2Fthreonine protein kinase that regulates cell morphogenesis pathways%3B involved in cell wall biosynthesis%2C apical growth%2C proper mating projection morphology%2C bipolar bud site selection in diploid cells%2C and cell separation
chrXIV	336771	337835	+	YGP1	>YGP1>	Cell wall-related secretory glycoprotein%3B induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase%3B may be involved in adaptation prior to stationary phase entry%3B has similarity to Sps100p
chrXIV	338704	339573	-	ASI2	<ASI2<	Integral inner nuclear membrane protein that acts with Asi1p and Asi3p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals
chrXIV	339838	340434	+	PGA1	>PGA1>	Essential component of GPI-mannosyltransferase II%2C responsible for second mannose addition to GPI precursors as a partner of Gpi18p%3B required for maturation of Gas1p and Pho8p%3B has synthetic genetic interations with secretory pathway genes
chrXIV	340578	341084	+	IGO1	>IGO1>	Protein required for initiation of G0 program%3B prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway%3B phosphorylated by Rim15p%3B GFP protein localizes to the cytoplasm and nucleus%3B similar to Igo2p
chrXIV	341295	342194	-	NSG2	<NSG2<	Protein involved in regulation of sterol biosynthesis%3B specifically stabilizes Hmg2p%2C one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis%3B homolog of mammalian INSIG proteins
chrXIV	342742	343566	+	YNL155W	>YNL155W>	Putative protein of unknown function%2C contains DHHC domain%2C also predicted to have thiol-disulfide oxidoreductase active site
chrXIV	343862	345502	-	YCK2	<YCK2<	Palmitoylated plasma membrane-bound casein kinase I isoform%3B shares redundant functions with Yck1p in morphogenesis%2C proper septin assembly%2C endocytic trafficking%3B provides an essential function overlapping with that of Yck1p
chrXIV	345895	346284	-	GIM3	<GIM3<	Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it
chrXIV	346539	347768	+	INN1	>INN1>	Essential protein that associates with the contractile actomyosin ring%2C required for ingression of the plasma membrane into the bud neck during cytokinesis%3B C2 domain%2C a membrane targeting module%2C is required for function
chrXIV	347992	348747	-	RPC31	<RPC31<	RNA polymerase III subunit C31
chrXIV	349477	349884	+	YNL150W	>YNL150W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B extensive overlap with PGA2%2FYNL149C%2C an uncharacterized gene with a proposed role in protein trafficking
chrXIV	349593	349982	-	PGA2	<PGA2<	Essential protein required for maturation of Gas1p and Pho8p%3B involved in protein trafficking%3B GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network%3B null mutants have a cell separation defect
chrXIV	350133	350897	-	ALF1	<ALF1<	Alpha-tubulin folding protein%2C similar to mammalian cofactor B%3B Alf1p-GFP localizes to cytoplasmic microtubules%3B required for the folding of alpha-tubulin and may play an additional role in microtubule maintenance
